Satélite,TLE Época,Timestamp,Latitud (°),Longitud (°),Altitud (km),Elevación (°),Azimut (°),Distancia (km),FSPL_UL (dB),A_lluvia (dB),SNR_UL (dB),VISIBLE (1/0),TRANSMISIÓN (1/0)
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T04:31:02.292672+00:00,0.095604,-76.290326,493.619,-66.139,311.558,12207.654,179.75,0.0,-21.49,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T04:36:02.292672+00:00,19.095773,-80.148063,492.933,-58.856,328.393,11496.851,179.23,0.0,-20.97,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T04:41:02.292672+00:00,38.015017,-84.702946,495.559,-50.606,340.573,10494.914,178.43,0.0,-20.17,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T04:46:02.292672+00:00,56.711776,-91.630824,499.63,-41.829,350.647,9231.853,177.32,0.0,-19.06,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T04:51:02.292672+00:00,74.567942,-109.858622,502.855,-32.699,0.292,7752.768,175.8,0.0,-17.54,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T04:56:02.292672+00:00,80.711094,151.31921,503.556,-23.271,11.247,6126.429,173.76,0.0,-15.5,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T05:01:02.292672+00:00,64.4825,112.283611,501.399,-13.586,26.672,4476.692,171.03,0.0,-12.77,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T05:06:02.292672+00:00,45.985806,102.82905,497.534,-4.433,54.157,3106.665,167.86,0.0,-9.6,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T05:11:02.292672+00:00,27.138356,97.604358,494.096,-1.789,99.778,2764.77,166.85,0.0,-8.59,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T05:16:02.292672+00:00,8.162301,93.558411,493.253,-9.394,136.214,3793.391,169.6,0.0,-11.34,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T05:21:02.292672+00:00,-10.838504,89.774323,496.185,-19.33,155.063,5411.775,172.68,0.0,-14.42,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T05:26:02.292672+00:00,-29.772642,85.640453,502.474,-29.247,166.115,7128.222,175.07,0.0,-16.82,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T05:31:02.292672+00:00,-48.535457,80.127864,510.203,-39.024,174.004,8756.54,176.86,0.0,-18.6,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T05:36:02.292672+00:00,-66.866388,69.467335,516.716,-48.693,180.691,10202.44,178.19,0.0,-19.93,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T05:41:02.292672+00:00,-81.889154,18.300901,519.684,-58.262,187.455,11404.129,179.16,0.0,-20.9,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T05:46:02.292672+00:00,-72.494903,-70.272302,518.022,-67.666,196.079,12316.484,179.82,0.0,-21.57,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T05:51:02.292672+00:00,-54.508098,-85.603426,512.308,-76.586,211.858,12906.276,180.23,0.0,-21.97,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T05:56:02.292672+00:00,-35.834726,-92.05372,504.566,-82.838,259.34,13150.832,180.39,0.0,-22.13,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T06:01:02.292672+00:00,-16.940165,-96.470838,497.476,-79.293,324.491,13037.993,180.32,0.0,-22.06,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T06:06:02.292672+00:00,2.051614,-100.297136,493.308,-70.695,345.821,12566.5,180.0,0.0,-21.74,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T06:11:02.292672+00:00,21.048292,-104.189104,493.015,-61.2,354.749,11746.249,179.41,0.0,-21.15,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T06:16:02.292672+00:00,39.953183,-108.877503,495.892,-51.383,0.046,10598.12,178.52,0.0,-20.26,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T06:21:02.292672+00:00,58.611539,-116.276482,499.98,-41.319,3.887,9153.283,177.25,0.0,-18.99,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T06:26:02.292672+00:00,76.236704,-137.651777,503.005,-30.93,7.115,7452.275,175.46,0.0,-17.2,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T06:31:02.292672+00:00,79.449614,118.883323,503.402,-19.917,10.33,5544.587,172.89,0.0,-14.63,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T06:36:02.292672+00:00,62.611083,87.241792,500.994,-7.194,14.676,3491.877,168.88,0.0,-10.62,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T06:41:02.292672+00:00,44.054851,78.565575,497.066,14.698,27.716,1413.889,161.02,0.02,-2.78,1,1
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T06:46:02.292672+00:00,25.187743,73.535479,493.806,20.524,166.381,1159.433,159.3,0.015,-1.06,1,1
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T06:51:02.292672+00:00,6.204581,69.547322,493.322,-5.402,183.487,3215.677,168.16,0.0,-9.9,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T06:56:02.292672+00:00,-12.793774,65.756292,496.648,-18.641,187.262,5291.782,172.49,0.0,-14.23,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T07:01:02.292672+00:00,-31.715919,61.543495,503.195,-29.877,188.993,7235.892,175.2,0.0,-16.95,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T07:06:02.292672+00:00,-50.452551,55.771764,510.925,-40.448,189.836,8981.886,177.08,0.0,-18.82,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T07:11:02.292672+00:00,-68.6953,43.930659,517.164,-50.715,189.984,10477.505,178.42,0.0,-20.16,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T07:16:02.292672+00:00,-82.398225,-19.232331,519.677,-60.814,189.247,11679.645,179.36,0.0,-21.1,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T07:21:02.292672+00:00,-70.722098,-96.59072,517.541,-70.789,186.723,12554.006,179.99,0.0,-21.73,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T07:26:02.292672+00:00,-52.599864,-110.078052,511.505,-80.549,177.542,13075.424,180.34,0.0,-22.08,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T07:31:02.292672+00:00,-33.894095,-116.184494,503.702,-86.82,87.213,13228.493,180.45,0.0,-22.19,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T07:36:02.292672+00:00,-14.984702,-120.498822,496.824,-78.561,31.415,13008.342,180.3,0.0,-22.04,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T07:41:02.292672+00:00,4.01204,-124.305169,493.04,-68.732,23.966,12421.359,179.9,0.0,-21.64,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T07:46:02.292672+00:00,23.004218,-128.238535,493.133,-58.746,20.674,11485.633,179.22,0.0,-20.96,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T07:51:02.292672+00:00,41.893294,-133.077779,496.239,-48.661,18.152,10231.021,178.21,0.0,-19.95,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T07:56:02.292672+00:00,60.5079,-141.0271,500.319,-38.444,15.398,8699.257,176.8,0.0,-18.55,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T08:01:02.292672+00:00,77.825162,-166.51673,503.126,-27.986,11.571,6945.621,174.85,0.0,-16.59,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T08:06:02.292672+00:00,77.999421,88.385286,503.217,-17.014,5.045,5048.077,172.08,0.0,-13.82,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T08:11:02.292672+00:00,60.724371,62.351111,500.572,-4.783,350.532,3157.061,168.0,0.0,-9.74,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T08:16:02.292672+00:00,42.116692,54.333446,496.605,7.678,306.149,1849.45,163.36,0.04,-5.14,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T08:21:02.292672+00:00,23.231601,49.475947,493.546,-0.009,246.06,2556.275,166.17,0.0,-7.91,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T08:26:02.292672+00:00,4.242351,45.537598,493.434,-12.928,224.445,4345.455,170.78,0.0,-12.52,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T08:31:02.292672+00:00,-14.752588,41.73351,497.149,-24.119,215.014,6242.796,173.92,0.0,-15.66,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T08:36:02.292672+00:00,-33.661633,37.430956,503.931,-34.532,208.799,8026.52,176.11,0.0,-17.85,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T08:41:02.292672+00:00,-52.369558,31.363161,511.631,-44.523,203.209,9605.63,177.67,0.0,-19.41,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T08:46:02.292672+00:00,-70.505406,18.072797,517.572,-54.168,196.776,10922.016,178.78,0.0,-20.52,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T08:51:02.292672+00:00,-82.428346,-57.795676,519.619,-63.358,187.611,11933.652,179.55,0.0,-21.29,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T08:56:02.292672+00:00,-68.914689,-122.493051,517.016,-71.606,171.503,12610.631,180.03,0.0,-21.77,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T09:01:02.292672+00:00,-50.682406,-134.49368,510.68,-77.143,138.83,12934.205,180.25,0.0,-21.99,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T09:06:02.292672+00:00,-31.94709,-140.299205,502.847,-76.287,93.504,12896.906,180.22,0.0,-21.97,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T09:11:02.292672+00:00,-13.023962,-144.522428,496.205,-69.882,65.364,12503.161,179.96,0.0,-21.7,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T09:16:02.292672+00:00,5.976786,-148.315038,492.813,-61.475,50.65,11770.164,179.43,0.0,-21.17,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T09:21:02.292672+00:00,24.963433,-152.297445,493.284,-52.416,40.948,10728.958,178.63,0.0,-20.37,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T09:26:02.292672+00:00,43.835103,-157.307279,496.598,-43.117,32.716,9426.356,177.5,0.0,-19.24,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T09:31:02.292672+00:00,62.399382,-165.90432,500.645,-33.76,24.004,7929.928,176.0,0.0,-17.74,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T09:36:02.292672+00:00,79.295314,163.162016,503.218,-24.517,12.828,6342.794,174.06,0.0,-15.8,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T09:41:02.292672+00:00,76.418849,59.366344,503.001,-15.828,355.921,4848.286,171.73,0.0,-13.47,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T09:46:02.292672+00:00,58.824186,37.585047,500.134,-9.422,328.393,3819.397,169.65,0.0,-11.4,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T09:51:02.292672+00:00,40.17158,30.128907,496.154,-9.311,292.799,3796.925,169.6,0.0,-11.34,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T09:56:02.292672+00:00,21.270037,25.424676,493.319,-15.537,264.62,4784.212,171.61,0.0,-13.35,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T10:01:02.292672+00:00,2.275706,21.528629,493.588,-24.023,246.765,6234.947,173.91,0.0,-15.65,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T10:06:02.292672+00:00,-16.714842,17.705199,497.684,-32.957,234.289,7769.364,175.82,0.0,-17.56,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T10:11:02.292672+00:00,-35.609629,13.300882,504.679,-41.838,223.776,9204.109,177.29,0.0,-19.04,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T10:16:02.292672+00:00,-54.285905,6.893376,512.32,-50.413,213.081,10440.169,178.39,0.0,-20.13,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T10:21:02.292672+00:00,-72.28974,-8.200191,517.938,-58.363,200.2,11416.32,179.17,0.0,-20.91,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T10:26:02.292672+00:00,-81.970983,-95.590934,519.509,-65.073,182.487,12093.059,179.67,0.0,-21.41,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T10:31:02.292672+00:00,-67.079576,-148.07189,516.449,-69.317,157.202,12446.747,179.92,0.0,-21.66,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T10:36:02.292672+00:00,-48.756249,-158.858448,509.836,-69.543,126.853,12467.514,179.93,0.0,-21.67,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T10:41:02.292672+00:00,-29.993841,-164.399626,502.003,-65.691,100.643,12158.901,179.71,0.0,-21.45,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T10:46:02.292672+00:00,-11.058041,-168.542377,495.621,-59.323,81.789,11538.544,179.26,0.0,-21.0,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T10:51:02.292672+00:00,7.945752,-172.327375,492.629,-51.765,67.662,10639.791,178.55,0.0,-20.29,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T10:56:02.292672+00:00,26.925815,-176.36704,493.467,-43.731,55.495,9514.849,177.58,0.0,-19.32,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T11:01:02.292672+00:00,45.778325,178.429887,496.966,-35.65,43.226,8241.474,176.34,0.0,-18.08,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T11:06:02.292672+00:00,64.284076,169.064083,500.955,-27.95,28.925,6937.893,174.84,0.0,-16.58,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T11:11:02.292672+00:00,80.589008,130.905678,503.279,-21.35,10.409,5792.086,173.27,0.0,-15.01,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T11:16:02.292672+00:00,74.746572,31.444921,502.755,-17.246,346.179,5086.816,172.14,0.0,-13.88,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T11:21:02.292672+00:00,56.911939,12.922762,499.683,-17.312,318.865,5095.521,172.16,0.0,-13.9,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T11:26:02.292672+00:00,38.219734,5.948723,495.714,-21.47,294.671,5805.43,173.29,0.0,-15.03,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T11:31:02.292672+00:00,19.303156,1.380667,493.125,-27.976,275.953,6931.144,174.83,0.0,-16.57,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T11:36:02.292672+00:00,0.304744,-2.480192,493.786,-35.44,261.094,8192.714,176.28,0.0,-18.02,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T11:41:02.292672+00:00,-18.680429,-6.329478,498.254,-43.128,247.901,9408.32,177.49,0.0,-19.23,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T11:46:02.292672+00:00,-37.559739,-10.848957,505.436,-50.57,234.476,10466.336,178.41,0.0,-20.15,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T11:51:02.292672+00:00,-56.200891,-17.648203,512.989,-57.274,218.972,11296.03,179.07,0.0,-20.81,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T11:56:02.292672+00:00,-74.038302,-35.018784,518.26,-62.515,199.505,11852.483,179.49,0.0,-21.23,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T12:01:02.292672+00:00,-81.098092,-131.294334,519.348,-65.257,175.368,12109.634,179.68,0.0,-21.42,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T12:06:02.292672+00:00,-65.221705,-173.395447,515.84,-64.657,149.54,12057.181,179.64,0.0,-21.38,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T12:11:02.292672+00:00,-46.821825,176.820871,508.977,-60.949,126.858,11699.594,179.38,0.0,-21.12,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T12:16:02.292672+00:00,-28.034469,171.512664,501.173,-55.177,108.78,11056.636,178.89,0.0,-20.63,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T12:21:02.292672+00:00,-9.08703,167.440638,495.073,-48.298,93.892,10165.415,178.16,0.0,-19.9,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T12:26:02.292672+00:00,9.918838,163.65716,492.487,-40.959,80.283,9084.777,177.18,0.0,-18.92,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T12:31:02.292672+00:00,28.891234,159.551337,493.68,-33.652,66.167,7904.131,175.97,0.0,-17.71,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T12:36:02.292672+00:00,47.722628,154.128864,497.34,-26.944,49.729,6760.2,174.61,0.0,-16.35,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T12:41:02.292672+00:00,66.159464,143.841959,501.247,-21.745,29.275,5858.993,173.37,0.0,-15.11,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T12:46:02.292672+00:00,81.621188,96.263345,503.308,-19.419,4.751,5458.309,172.76,0.0,-14.5,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T12:51:02.292672+00:00,73.008002,4.336403,502.48,-20.914,339.681,5715.941,173.16,0.0,-14.9,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T12:56:02.292672+00:00,54.988745,-11.652313,499.221,-25.595,318.211,6527.716,174.31,0.0,-16.05,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T13:01:02.292672+00:00,36.26135,-18.209907,495.288,-32.072,301.023,7640.028,175.68,0.0,-17.42,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T13:06:02.292672+00:00,17.331062,-22.657,492.968,-39.323,286.597,8830.117,176.93,0.0,-18.67,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T13:11:02.292672+00:00,-1.670434,-26.489472,494.027,-46.732,273.1,9947.024,177.97,0.0,-19.71,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T13:16:02.292672+00:00,-20.649241,-30.371428,498.855,-53.813,258.75,10892.022,178.76,0.0,-20.5,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T13:21:02.292672+00:00,-39.511776,-35.021125,506.199,-59.976,241.624,11599.85,179.3,0.0,-21.04,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T13:26:02.292672+00:00,-58.113641,-42.274685,513.633,-64.328,219.966,12028.438,179.62,0.0,-21.36,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T13:31:02.292672+00:00,-75.73639,-62.566381,518.536,-65.75,194.278,12153.786,179.71,0.0,-21.45,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T13:36:02.292672+00:00,-79.914412,-164.57459,519.135,-63.713,169.108,11967.473,179.58,0.0,-21.32,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T13:41:02.292672+00:00,-63.344698,161.485281,515.193,-58.889,148.477,11475.748,179.21,0.0,-20.95,0,0
ASTROCAST-0401,2026-01-03T04:31:02.292672+00:00,2026-01-03T13:46:02.292672+00:00,-44.879497,152.538592,508.105,-52.37,132.306,10700.062,178.6,0.0,-20.34,0,0
