Timestamp,Latitud (°),Longitud (°),Altitud (km),Elevación (°),Azimut (°),Distancia (km),VISIBLE (1/0)
2025-11-12T12:59:40.979836+00:00,54.96792617191268,144.45939668782347,508.21400876338055,-37.431418368812366,359.7321160430944,8554.710703327231,0
2025-11-12T12:59:55.979836+00:00,55.892138242721906,144.01043187075882,508.4338686054064,-36.92670571290438,359.99403975470807,8472.876568425656,0
2025-11-12T13:00:10.979836+00:00,56.8149172491541,143.5426937519944,508.650154893523,-36.42105495893855,0.2558702807078099,8390.47616155833,0
2025-11-12T13:00:25.979836+00:00,57.73615618967803,143.0545831846957,508.86258545461715,-35.91444267829602,0.5177251305410251,8307.515893338796,0
2025-11-12T13:00:40.979836+00:00,58.655735617449274,142.54432141635277,509.0708827394393,-35.406844012039954,0.7797235267338458,8224.002254921088,0
2025-11-12T13:00:55.979836+00:00,59.57352178493545,142.00992464666902,509.2747741325425,-34.8982326011338,1.0419866782969793,8139.941819974792,0
2025-11-12T13:01:10.979836+00:00,60.489364459511755,141.44917426917957,509.47399225631995,-34.388580510973014,1.30463806565139,8055.341246838094,0
2025-11-12T13:01:25.979836+00:00,61.403094341307934,140.85958194949336,509.66827526872765,-33.877858149827375,1.5678037385394836,7970.207280867891,0
2025-11-12T13:01:40.979836+00:00,62.31451999824245,140.23834850699396,509.85736715458165,-33.36603418068475,1.8316126285453829,7884.546756997856,0
2025-11-12T13:01:55.979836+00:00,63.2234242121712,139.58231533697193,510.0410180099403,-32.8530754260106,2.096196877973721,7798.366602527881,0
2025-11-12T13:02:10.979836+00:00,64.1295596035109,138.88790682611014,510.21898431945857,-32.338946764859706,2.3616921869237064,7711.673840166684,0
2025-11-12T13:02:25.979836+00:00,65.03264336772195,138.1510618629851,510.3910292263942,-31.823611021666792,2.6282381806797677,7624.4755913423105,0
2025-11-12T13:02:40.979836+00:00,65.93235091308246,137.36715211309925,510.55692279498714,-31.3070288460799,2.895978799599564,7536.779079814599,0
2025-11-12T13:02:55.979836+00:00,66.828308132851,136.53088419763594,510.7164422650623,-30.789158583054338,3.165062713973372,7448.5916356136395,0
2025-11-12T13:03:10.979836+00:00,67.72008197184785,135.63618227062523,510.8693722984808,-30.26995613234709,3.4356437665464634,7359.92069933096,0
2025-11-12T13:03:25.979836+00:00,68.6071688525878,134.67604671625446,511.01550521738096,-29.749374796525334,3.7078814456646447,7270.773826804011,0
2025-11-12T13:03:40.979836+00:00,69.48898040308045,133.64238378147624,511.1546412338254,-29.22736511644948,3.9819413922841327,7181.158694227995,0
2025-11-12T13:03:55.979836+00:00,70.36482576847294,132.5257999344741,511.2865886707938,-28.703874693094992,4.257995944472168,7091.083103735514,0
2025-11-12T13:04:10.979836+00:00,71.23388958149987,131.31535365690127,511.4111641742114,-28.1788479944888,4.5362247233763675,7000.554989493909,0
2025-11-12T13:04:25.979836+00:00,72.0952043999947,129.99825638222737,511.52819291589896,-27.65222614636647,4.816815265079347,6909.582424369272,0
2025-11-12T13:04:40.979836+00:00,72.94761608002312,128.55951369105486,511.6375087872597,-27.123946705034065,5.099963703278107,6818.173627216291,0
2025-11-12T13:04:55.979836+00:00,73.78974012941266,126.98149826972521,511.7389545834342,-26.5939434107509,5.385875508232197,6726.336970858996,0
2025-11-12T13:05:10.979836+00:00,74.61990657604221,125.24344866110815,511.83238217795287,-26.062145919745863,5.67476628811626,6634.08099083209,0
2025-11-12T13:05:25.979836+00:00,75.43609030919997,123.32089453817457,511.91765268752084,-25.52847951282271,5.966862659572165,6541.4143949688205,0
2025-11-12T13:05:40.979836+00:00,76.23582328544359,121.18502371694103,511.99463662695973,-24.992864778209622,6.262403195136555,6448.346073919514,0
2025-11-12T13:05:55.979836+00:00,77.01608461814472,118.80203451007588,512.0632140540728,-24.45521726614029,6.561639456066818,6354.885112710833,0
2025-11-12T13:06:10.979836+00:00,77.77316479573784,116.13256915751899,512.1232747043703,-23.915447112279764,6.8648371202232275,6261.040803453906,0
2025-11-12T13:06:25.979836+00:00,78.5025018971985,113.13141458880142,512.1747181154954,-23.37345862686324,7.172277215811841,6166.822659337031,0
2025-11-12T13:06:40.979836+00:00,79.1984921622734,109.74780420838287,512.2174537412576,-22.82914984598789,7.484257473224383,6072.240430043666,0
2025-11-12T13:06:55.979836+00:00,79.85428706939209,105.92687378382904,512.251401055222,-22.28241204118806,7.801093808706108,5977.304118771818,0
2025-11-12T13:07:10.979836+00:00,80.46160764888629,101.61310348722752,512.27648964363,-21.733129182833725,8.123121955519442,5882.024001028748,0
2025-11-12T13:07:25.979836+00:00,81.01063757688277,96.75682118133545,512.292659287817,-21.18117735256584,8.45069926019889,5786.410645431942,0
2025-11-12T13:07:40.979836+00:00,81.49009921202318,91.32477669295007,512.2998600357517,-20.626424099234384,8.7842066640217,5690.474936744415,0
2025-11-12T13:07:55.979836+00:00,81.88765795551927,85.31490099999608,512.2980522628826,-20.068727732324213,9.124050892473566,5594.228101433769,0
2025-11-12T13:08:10.979836+00:00,82.19080229704976,78.77304314902163,512.2872067221263,-19.507936546055852,9.470666878721824,5497.6817360674295,0
2025-11-12T13:08:25.979836+00:00,82.38824799345672,71.80586470968393,512.2673045829664,-18.943887966573413,9.824520450788624,5400.8478389053935,0
2025-11-12T13:08:40.979836+00:00,82.47167550272715,64.58131588995944,512.2383374596092,-18.37640761378989,10.186111316357351,5303.738845111162,0
2025-11-12T13:08:55.979836+00:00,82.43730904169496,57.310269329151346,512.2003074282699,-17.80530826845104,10.55597638411194,5206.367666058662,0
2025-11-12T13:09:10.979836+00:00,82.28671852923127,50.211838308674174,512.1532270334011,-17.23038873389965,10.934693466274654,5108.747733285179,0
2025-11-12T13:09:25.979836+00:00,82.02647926153466,43.4752973284315,512.0971192830337,-16.65143258082983,11.322885413715793,5010.893047725887,0
2025-11-12T13:09:40.979836+00:00,81.66684816674545,37.233907028213224,512.0320176330769,-16.06820676204956,11.72122474282227,4912.818234970288,0
2025-11-12T13:09:55.979836+00:00,81.22001850407865,31.557907440649455,511.95796596071824,-15.480460082802121,12.130438822506635,4814.538607389784,0
2025-11-12T13:10:10.979836+00:00,80.69853510101771,26.46329264355753,511.8750185268274,-14.887921510687898,12.55131570046082,4716.070234125534,0
2025-11-12T13:10:25.979836+00:00,80.11419015628535,21.92786599908669,511.783239927463,-14.290298307681498,12.984710660313372,4617.430020099568,0
2025-11-12T13:10:40.979836+00:00,79.4774349847385,17.90728539451583,511.6827050345273,-13.687273964966142,13.43155361622059,4518.6357953870165,0
2025-11-12T13:10:55.979836+00:00,78.79718579406759,14.347471287241998,511.5734989254944,-13.078505919715935,13.892857468782713,4419.7064165294905,0
2025-11-12T13:11:10.979836+00:00,78.08086930745954,11.192716262862989,511.4557168024597,-12.463623031344607,14.369727566747255,4320.6618816388445,0
2025-11-12T13:11:25.979836+00:00,77.33458515170196,8.390269602685501,511.32946390038103,-11.842222793332208,14.863372443178179,4221.523461461439,0
2025-11-12T13:11:40.979836+00:00,76.56330672786328,5.892506426270076,511.19485538471645,-11.213868255780104,15.375116023401938,4122.313848966232,0
2025-11-12T13:11:55.979836+00:00,75.77107856040863,3.6576300002962943,511.05201623846295,-10.578084633471867,15.906411535881647,4023.057330476057,0
2025-11-12T13:12:10.979836+00:00,74.96119148717344,1.6495725211093424,510.9010811387208,-9.934355575014619,16.458857397157317,3923.7799819250413,0
2025-11-12T13:12:25.979836+00:00,74.13633005611636,-0.1624892142383058,510.7421943228757,-9.282119071017775,17.034215389252726,3824.509894489727,0
2025-11-12T13:12:40.979836+00:00,73.29869284375441,-1.8047633152292974,510.5755094445027,-8.62076298415604,17.634431503802826,3725.2774346441606,0
